name_x,address_x,number,distancia,name_y,address_y,activate,no_available,total_bases,dock_bikes,free_bases,longitude,latitude
Metro Campamento,"Calle Seseña, 93 ,",335,325,"Cardaño, 10","Plaza Patricio, 5 ,",1,0,24,5,19,-3.77057541,40.39659757
"Cardaño, 10","Plaza Patricio, 5 ,",335,325,"Cardaño, 10","Plaza Patricio, 5 ,",1,0,24,5,19,-3.77057541,40.39659757
"Cardaño, 10","Plaza Patricio, 5 ,",334,325,Metro Campamento,"Calle Seseña, 93 ,",1,0,24,16,8,-3.76815631,40.39497294
"Troya, 11","Calle Troya, 11,",519,476,"Troya, 11","Calle Troya, 11,",1,0,24,1,23,-3.61191521,40.43699597
"Troya, 11","Calle Troya, 11,",514,476,María Sevilla Diago,"Calle Maria Sevilla Diago, 5,",1,0,24,9,15,-3.61095077,40.43283006
"Eugenia de Montijo, 83","Calle Eugenia de Montijo, 83,",378,462,"Eugenia de Montijo, 83","Calle Eugenia de Montijo, 83,",1,0,24,13,11,-3.7509733,40.37562288
"Eugenia de Montijo, 83","Calle Eugenia de Montijo, 83,",379,462,Antonia Rodríguez Sacristán,"Calle Antonia Rodriguez Sacristan, 4,",1,0,24,7,17,-3.74765739,40.37313777
Antonia Rodríguez Sacristán,"Calle Antonia Rodriguez Sacristan, 4,",379,462,Antonia Rodríguez Sacristán,"Calle Antonia Rodriguez Sacristan, 4,",1,0,24,7,17,-3.74765739,40.37313777
Antonia Rodríguez Sacristán,"Calle Antonia Rodriguez Sacristan, 4,",378,462,"Eugenia de Montijo, 83","Calle Eugenia de Montijo, 83,",1,0,24,13,11,-3.7509733,40.37562288
Caleruega,"Calle Caleruega, 14 ,",495,242,Caleruega,"Calle Caleruega, 14 ,",1,0,24,9,15,-3.670588,40.478746
Caleruega,"Calle Caleruega, 14 ,",489,242,Serrano Galvache,"Serrano Galvache, 56,",1,0,24,9,15,-3.67144504,40.47675257
Metro Avenida de la Ilustración,"Calle Islas Cies, 27,",593,488,Metro Avenida de la Ilustración,"Calle Islas Cies, 27,",1,0,24,14,10,-3.71869067,40.48027409
Metro Avenida de la Ilustración,"Calle Islas Cies, 27,",600,488,Centro Deportivo Municipal La Masó,"Calle Ubeda esquina Plaza Virgen de la capilla ,",1,0,24,5,19,-3.7149566,40.4825507
"Calle Pedro Rico, 49","Calle Pedro Rico, 49,",594,369,"Calle Pedro Rico, 49","Calle Pedro Rico, 49,",1,0,24,5,19,-3.703918,40.48194
"Calle Pedro Rico, 49","Calle Pedro Rico, 49,",580,369,Metro Herrera Oria,"c/ Ginzo de Limia, 47,",1,0,23,1,22,-3.706904,40.48337
Betanzos,"Avenida de Betanzos, 68,",595,211,Betanzos,"Avenida de Betanzos, 68,",1,0,24,13,11,-3.7132206,40.48178815
Betanzos,"Avenida de Betanzos, 68,",600,211,Centro Deportivo Municipal La Masó,"Calle Ubeda esquina Plaza Virgen de la capilla ,",1,0,24,5,19,-3.7149566,40.4825507
Estación de tren Fuente de la Mora,"Calle Dulce Chacón, S/N ,",540,537,Estación de tren Fuente de la Mora,"Calle Dulce Chacón, S/N ,",1,0,24,16,8,-3.6636484,40.4845596
Estación de tren Fuente de la Mora,"Calle Dulce Chacón, S/N ,",494,537,Metro Pinar de Chamartín,"Arturo Soria, 332,",1,0,23,10,13,-3.666529,40.480694
"Calle Oliva de Plasencia, 1","Calle Oliva de Plasencia, 1,",336,355,"Calle Oliva de Plasencia, 1","Calle Oliva de Plasencia, 1,",1,0,24,20,4,-3.77915183,40.37850071
"Calle Oliva de Plasencia, 1","Calle Oliva de Plasencia, 1,",339,355,Estación de tren Las Águilas,"Avenida de las Aguilas , 110,",1,0,24,22,2,-3.78061952,40.38132642
Metro Aluche,"Calle Valmojado, 295,",337,542,Metro Aluche,"Calle Valmojado, 295,",1,0,18,7,11,-3.76048923,40.38614104
Metro Aluche,"Calle Valmojado, 295,",338,542,Guareña,"Calle Guareña, 22 ,",1,0,18,13,5,-3.7653391035306005,40.386362337060476
Guareña,"Calle Guareña, 22 ,",338,480,Guareña,"Calle Guareña, 22 ,",1,0,18,13,5,-3.7653391035306005,40.386362337060476
Guareña,"Calle Guareña, 22 ,",347,480,Est. tren Mtra Justa Freire,"Avenida de las Aguilas, 27 ,",1,0,24,6,18,-3.768603,40.383554
Estación de tren Las Águilas,"Avenida de las Aguilas , 110,",339,216,Estación de tren Las Águilas,"Avenida de las Aguilas , 110,",1,0,24,22,2,-3.78061952,40.38132642
Estación de tren Las Águilas,"Avenida de las Aguilas , 110,",345,216,Fuente del Tiro,"Calle Fuente del Tiro, 72 ,",1,0,24,14,10,-3.7798001,40.38308791
"Foresta, 8","Calle de la Foresta nº8,",597,572,"Foresta, 8","Calle de la Foresta nº8,",1,0,23,9,14,-3.66777681,40.49853277
"Foresta, 8","Calle de la Foresta nº8,",578,572,Sierra de Atapuerca,"Calle Sierra de Atapuerca, 19,",1,0,23,12,11,-3.67042488,40.50292982
C. Deportivo Mpal. Juan de Dios Román,"Calle José Gutiérrez Maroto, 36 ,",445,634,C. Deportivo Mpal. Juan de Dios Román,"Calle José Gutiérrez Maroto, 36 ,",1,0,27,8,19,-3.60503564,40.36334587
C. Deportivo Mpal. Juan de Dios Román,"Calle José Gutiérrez Maroto, 36 ,",448,634,Metro Las Suertes,"Avenida Del Ensanche de Vallecas, 80 ,",1,0,27,14,13,-3.599352,40.363376
Instalación Deportiva La Cabrera,"Calle La Cabrera, sn,",599,441,Instalación Deportiva La Cabrera,"Calle La Cabrera, sn,",1,0,27,14,13,-3.71920443,40.47223267
Instalación Deportiva La Cabrera,"Calle La Cabrera, sn,",317,441,"Antonio Machado, 30","Calle Antonio Machado, 30,",1,0,27,14,13,-3.71921712,40.46826955
Metro Aviación Española,"Calle Fuente de Lima, 10,",343,399,Metro Aviación Española,"Calle Fuente de Lima, 10,",1,0,23,0,23,-3.78339301,40.38358975
Metro Aviación Española,"Calle Fuente de Lima, 10,",339,399,Estación de tren Las Águilas,"Avenida de las Aguilas , 110,",1,0,24,22,2,-3.78061952,40.38132642
"Ocaña, 103","Calle Ocaña, 103,",344,682,"Ocaña, 103","Calle Ocaña, 103,",1,0,23,6,17,-3.75292035,40.38586273
"Ocaña, 103","Calle Ocaña, 103,",360,682,Ntra. Sra. Fátima,"Avenida Nuestra Señora de Fatima, 34,",1,0,23,3,20,-3.7470882,40.3840155
"Juan XXIII, 24","Paseo de Juan XXIII, 24,",313,397,"Juan XXIII, 24","Paseo de Juan XXIII, 24,",1,0,27,8,19,-3.7169359,40.448084
"Juan XXIII, 24","Paseo de Juan XXIII, 24,",256,397,Reina Victoria,"Calle Beatriz de Bobadilla, 4 ,",1,0,23,11,12,-3.71383,40.44635
Av. Valladolid,"Avenida Valladolid, 47D ,",314,744,Av. Valladolid,"Avenida Valladolid, 47D ,",1,0,27,11,16,-3.73068,40.42966
Av. Valladolid,"Avenida Valladolid, 47D ,",112,744,Paseo de Moret,"Paseo Moret, 9 ,",1,0,23,14,9,-3.724736,40.4326901
Caroli,"Calle de Caroli, 10,",315,1065,Caroli,"Calle de Caroli, 10,",1,0,23,11,12,-3.784627,40.45862
Caroli,"Calle de Caroli, 10,",310,1065,Estación de tren de Aravaca,"Calle Rosas de Aravaca, s/n ,",1,0,23,6,17,-3.7845536,40.4490509
C. Deportivo Mpal. Ciudad De Los Poetas,"Calle Antonio Machado, s/n ,",316,376,C. Deportivo Mpal. Ciudad De Los Poetas,"Calle Antonio Machado, s/n ,",1,0,19,5,14,-3.71995383,40.46439687
C. Deportivo Mpal. Ciudad De Los Poetas,"Calle Antonio Machado, s/n ,",307,376,Metro Valdezarza,"Calle San Restituto, 74,",1,0,24,15,9,-3.71693008,40.46588016
"Antonio Machado, 30","Calle Antonio Machado, 30,",317,284,"Antonio Machado, 30","Calle Antonio Machado, 30,",1,0,27,14,13,-3.71921712,40.46826955
"Antonio Machado, 30","Calle Antonio Machado, 30,",319,284,Valdesangil,"Calle Valdesangil, 34 ,",1,0,24,14,10,-3.7166729,40.4684218
Fuente del Tiro,"Calle Fuente del Tiro, 72 ,",345,216,Fuente del Tiro,"Calle Fuente del Tiro, 72 ,",1,0,24,14,10,-3.7798001,40.38308791
Fuente del Tiro,"Calle Fuente del Tiro, 72 ,",339,216,Estación de tren Las Águilas,"Avenida de las Aguilas , 110,",1,0,24,22,2,-3.78061952,40.38132642
Metro Congosto,"Calle del Pico Chilegua, 3,",449,561,Metro Congosto,"Calle del Pico Chilegua, 3,",1,0,24,6,18,-3.61869106,40.37286701
Metro Congosto,"Calle del Pico Chilegua, 3,",446,561,C. Deportivo Mpal. Miguel Guillén Prim,"Calle Puerto de Porzuna, 34,",1,0,23,18,5,-3.6236297,40.373826
"Camino de las Hormigueras, 161","Calle Camino de las Hormigueras, 161,",450,508,"Camino de las Hormigueras, 161","Calle Camino de las Hormigueras, 161,",1,0,24,24,0,-3.6370762,40.3762555
"Camino de las Hormigueras, 161","Calle Camino de las Hormigueras, 161,",432,508,Maquinilla,"Calle de la Maquinilla, 8-10 ,",1,0,24,5,19,-3.63648424,40.38078101
Edificio Torres Blancas,"Calle Clara del Rey, 17 ,",294,396,Edificio Torres Blancas,"Calle Clara del Rey, 17 ,",1,0,24,13,11,-3.672339,40.440944
Edificio Torres Blancas,"Calle Clara del Rey, 17 ,",195,396,Indalecio Hernández,"Calle Mataelpino, 1 ,",1,0,24,18,6,-3.6754444,40.4392222
Metro Las Tablas,"Avenida del Camino de Santiago, 4,",604,595,Metro Las Tablas,"Avenida del Camino de Santiago, 4,",1,0,23,8,15,-3.66955215,40.50910428
Metro Las Tablas,"Avenida del Camino de Santiago, 4,",579,595,Maria Tubau,"Calle María Tubau, 3 ,",1,0,24,9,15,-3.6717035870335635,40.51399230680476
José de Cadalso,"Calle José de cadalso, 62 ,",348,478,José de Cadalso,"Calle José de cadalso, 62 ,",1,0,27,9,18,-3.77024778,40.37959145
José de Cadalso,"Calle José de cadalso, 62 ,",347,478,Est. tren Mtra Justa Freire,"Avenida de las Aguilas, 27 ,",1,0,24,6,18,-3.768603,40.383554
Biblioteca Pública Luis Martín Santos,"Calle Enrique Garcia Alvarez, 5,",438,769,Biblioteca Pública Luis Martín Santos,"Calle Enrique Garcia Alvarez, 5,",1,0,27,20,7,-3.6140607,40.3804482
Biblioteca Pública Luis Martín Santos,"Calle Enrique Garcia Alvarez, 5,",443,769,"Fuentespina, 33","Calle Fuentespina, 33,",1,0,24,20,4,-3.60724755,40.37941487
"La Granja de San Ildefonso, 14","Calle Granja de San Idelfonso, 14 ,",451,640,"La Granja de San Ildefonso, 14","Calle Granja de San Idelfonso, 14 ,",1,0,27,19,8,-3.62283116,40.36813427
"La Granja de San Ildefonso, 14","Calle Granja de San Idelfonso, 14 ,",446,640,C. Deportivo Mpal. Miguel Guillén Prim,"Calle Puerto de Porzuna, 34,",1,0,23,18,5,-3.6236297,40.373826
"Las Suertes, 15","Avenida de Las Suertes, 15,",452,532,"Las Suertes, 15","Avenida de Las Suertes, 15,",1,0,23,4,19,-3.6078539,40.3713613
"Las Suertes, 15","Avenida de Las Suertes, 15,",453,532,Metro La Gavia,"Avenida del Ensanche de Vallecas, 9,",1,0,27,16,11,-3.61253028,40.37043968
Metro La Gavia,"Avenida del Ensanche de Vallecas, 9,",453,532,Metro La Gavia,"Avenida del Ensanche de Vallecas, 9,",1,0,27,16,11,-3.61253028,40.37043968
Metro La Gavia,"Avenida del Ensanche de Vallecas, 9,",452,532,"Las Suertes, 15","Avenida de Las Suertes, 15,",1,0,23,4,19,-3.6078539,40.3713613
Gran Vía del Sureste,"Calle Gran Via del Sureste, 22,",454,1032,Gran Vía del Sureste,"Calle Gran Via del Sureste, 22,",1,0,27,12,15,-3.5897045,40.3631604
Gran Vía del Sureste,"Calle Gran Via del Sureste, 22,",447,1032,Adolfo Bioy Casares,"Calle Adolfo Bioy Casares, 3 ,",1,0,27,14,13,-3.5981935,40.3668504
Paseo de la Chopera,"Paseo de la Chopera, 31 ,Comunidad de Madrid España",267,267,Paseo de la Chopera,"Paseo de la Chopera, 31 ,Comunidad de Madrid España",1,0,23,17,6,-3.7003996647238746,40.39500000000003
Paseo de la Chopera,"Paseo de la Chopera, 31 ,Comunidad de Madrid España",175,267,Jaime el Conquistador,"Calle Jaime el Conquistador nº 30,",1,0,19,12,7,-3.69834452,40.3962264
Junta Municipal Distrito de Usera,"Calle Rafaela Ybarra, 22,Comunidad de Madrid España",391,413,Junta Municipal Distrito de Usera,"Calle Rafaela Ybarra, 22,Comunidad de Madrid España",1,0,23,14,9,-3.711296220901499,40.3817026328731
Junta Municipal Distrito de Usera,"Calle Rafaela Ybarra, 22,Comunidad de Madrid España",387,413,"Isabelita Usera, 44","Calle Isabelita Usera, 44 ,",1,0,23,10,13,-3.70773972,40.38272256
Metro Herrera Oria,"c/ Ginzo de Limia, 47,",580,369,Metro Herrera Oria,"c/ Ginzo de Limia, 47,",1,0,23,1,22,-3.706904,40.48337
Metro Herrera Oria,"c/ Ginzo de Limia, 47,",594,369,"Calle Pedro Rico, 49","Calle Pedro Rico, 49,",1,0,24,5,19,-3.703918,40.48194
Castellana,"Paseo de la castellana, 124 ,",150,331,Castellana,"Paseo de la castellana, 124 ,",1,0,23,8,15,-3.6908,40.4491
Castellana,"Paseo de la castellana, 124 ,",149,331,Plaza de Quito,"Paseo de la Habana nº 42,",1,0,23,10,13,-3.6879303,40.4498515
Plaza de Cuzco,"Paseo de la Castellana, 164 ,Comunidad de Madrid España",157,237,Plaza de Cuzco,"Paseo de la Castellana, 164 ,Comunidad de Madrid España",1,0,23,7,16,-3.6894151,40.4591366
Plaza de Cuzco,"Paseo de la Castellana, 164 ,Comunidad de Madrid España",156,237,Sor Ángela de la Cruz,"Calle Sor Ángela de la Cruz nº 2,",1,0,24,6,18,-3.691533,40.4592351
"Guetaria, 84B","Calle Guetaria, 84B,",395,548,"Guetaria, 84B","Calle Guetaria, 84B,",1,0,24,18,6,-3.71569102,40.36916772
"Guetaria, 84B","Calle Guetaria, 84B,",386,548,"Avenida de los Poblados, 130","Avenida de los Poblados, 130,",1,0,23,16,7,-3.71331521,40.37347443
Eduardo Mazón,"Calle Eduardo Mazón, 1 ,",548,524,Eduardo Mazón,"Calle Eduardo Mazón, 1 ,",1,0,23,7,16,-3.6154157,40.4521484
Eduardo Mazón,"Calle Eduardo Mazón, 1 ,",536,524,Boj,"Calle de Boj, 4 ,",1,0,23,2,21,-3.6180818,40.4560204
Santa Rita,"Calle Santa Rita, 1 ,",293,240,Santa Rita,"Calle Santa Rita, 1 ,",1,0,23,15,8,-3.6682882,40.4457928
Santa Rita,"Calle Santa Rita, 1 ,",251,240,Santa Hortensia,"Calle Santa Hortensia, 31 ,",1,0,23,9,14,-3.66683,40.44421
Niza,"Av/ de Niza, 67 ,",520,355,Niza,"Av/ de Niza, 67 ,",1,0,23,11,12,-3.60811578,40.4342806
Niza,"Av/ de Niza, 67 ,",514,355,María Sevilla Diago,"Calle Maria Sevilla Diago, 5,",1,0,24,9,15,-3.61095077,40.43283006
Amposta,"Amposta s/n (esquina Arcos de Jalón),",509,375,Amposta,"Amposta s/n (esquina Arcos de Jalón),",1,0,23,7,16,-3.61865045,40.42218951
Amposta,"Amposta s/n (esquina Arcos de Jalón),",511,375,Aquitania 31,"Calle Aquitania, 31,",1,0,27,6,21,-3.61726728,40.41912347
Biblioteca Pública Mpal. Gloria Fuertes,"CalleBahía de Cádiz (cruce con Avenida Logroño) ,",558,743,Biblioteca Pública Mpal. Gloria Fuertes,"CalleBahía de Cádiz (cruce con Avenida Logroño) ,",1,0,23,10,13,-3.593712,40.461137
Biblioteca Pública Mpal. Gloria Fuertes,"CalleBahía de Cádiz (cruce con Avenida Logroño) ,",557,743,Metro Alameda de Osuna,"Calle Rioja, 13,",1,0,24,8,16,-3.58815143,40.45746674
Plaza Nuestra Señora de Loreto,"Calle Cristo del Gran Poder (cruce con calle Alas) ,",561,450,Plaza Nuestra Señora de Loreto,"Calle Cristo del Gran Poder (cruce con calle Alas) ,",1,0,23,6,17,-3.585751,40.472048
Plaza Nuestra Señora de Loreto,"Calle Cristo del Gran Poder (cruce con calle Alas) ,",565,450,Metro Barajas,"Calle Playa de Riazor, 65 ,",1,0,24,12,12,-3.5838869,40.47563573
Tomillar,"Calle Tomillar, 18 ,",562,378,Tomillar,"Calle Tomillar, 18 ,",1,0,27,16,11,-3.5844146,40.4630993
Tomillar,"Calle Tomillar, 18 ,",563,378,Soto Hidalgo,"Calle soto Hidalgo, 3 ,",1,0,27,19,8,-3.5820745,40.4606465
Playa de Zarauz,"Calle playa de Zarauz (esquina con Playa de Caleta) ,",560,564,Playa de Zarauz,"Calle playa de Zarauz (esquina con Playa de Caleta) ,",1,0,23,7,16,-3.5906847,40.4731404
Playa de Zarauz,"Calle playa de Zarauz (esquina con Playa de Caleta) ,",561,564,Plaza Nuestra Señora de Loreto,"Calle Cristo del Gran Poder (cruce con calle Alas) ,",1,0,23,6,17,-3.585751,40.472048
IFEMA A,"Avenida del Partenón, 6 ,",568,447,IFEMA A,"Avenida del Partenón, 6 ,",1,0,27,15,12,-3.6178336,40.4632802
IFEMA A,"Avenida del Partenón, 6 ,",564,447,IFEMA B,"Avenida Del Partenón, 18 ,",1,0,23,1,22,-3.613867,40.463861
"Paseo Alberto Palacios, 42","Paseo Alberto Palacios, 42,",405,373,"Paseo Alberto Palacios, 42","Paseo Alberto Palacios, 42,",1,0,23,9,14,-3.7129039644180373,40.3449259916087
"Paseo Alberto Palacios, 42","Paseo Alberto Palacios, 42,",411,373,Estación de tren de Villaverde Alto,"Calle Domingo Párraga, 38 ,",1,0,23,14,9,-3.7118183,40.3417533
Estación de tren de Villaverde Bajo,"Calle Eduardo Maristany, 7,",401,509,Estación de tren de Villaverde Bajo,"Calle Eduardo Maristany, 7,",1,0,27,12,15,-3.683127,40.353285
Estación de tren de Villaverde Bajo,"Calle Eduardo Maristany, 7,",407,509,"Carmen de Burgos, 4","Calle Carmen de Burgos, 4,",1,0,23,20,3,-3.6847883,40.3575459
La Nave de Madrid,"Calle Cifuentes, 5,",406,511,La Nave de Madrid,"Calle Cifuentes, 5,",1,0,23,12,11,-3.6960817,40.3486
La Nave de Madrid,"Calle Cifuentes, 5,",414,511,Metro Villaverde Bajo,"Calle Santa Petronila, 7 ,",1,0,24,8,16,-3.692163,40.350985
"Auñón, 16","Calle Auñón, 16,",403,698,"Auñón, 16","Calle Auñón, 16,",1,0,23,16,7,-3.6775242,40.3504944
"Auñón, 16","Calle Auñón, 16,",401,698,Estación de tren de Villaverde Bajo,"Calle Eduardo Maristany, 7,",1,0,27,12,15,-3.683127,40.353285
Ps de los Melancólicos,"Paseo de los Melancólicos, 73 ,",280,277,Ps de los Melancólicos,"Paseo de los Melancólicos, 73 ,",1,0,23,8,15,-3.718569,40.401782
Ps de los Melancólicos,"Paseo de los Melancólicos, 73 ,",278,277,Paseo los Pontones,"Paseo de los Pontones, 26 ,",1,0,23,18,5,-3.7196,40.4040433
Metro San Francisco,"Calle Albox, 35 ,",367,725,Metro San Francisco,"Calle Albox, 35 ,",1,0,23,23,0,-3.73984,40.373972
Metro San Francisco,"Calle Albox, 35 ,",369,725,Junta Municipal Distrito de Carabanchel,"Plaza De la Parroquia, 19 ,",1,0,23,7,16,-3.7415832,40.3802446
Ps. Jesuitas,"Paseo de los Jesuitas, 4 ,",325,280,Ps. Jesuitas,"Paseo de los Jesuitas, 4 ,",1,0,23,8,15,-3.7305543,40.4106918
Ps. Jesuitas,"Paseo de los Jesuitas, 4 ,",224,280,Parque de Caramuel,"Calle Caramuel, 51 ,",1,0,27,8,19,-3.7287,40.409
Sierra de Atapuerca,"Calle Sierra de Atapuerca, 19,",578,572,Sierra de Atapuerca,"Calle Sierra de Atapuerca, 19,",1,0,23,12,11,-3.67042488,40.50292982
Sierra de Atapuerca,"Calle Sierra de Atapuerca, 19,",597,572,"Foresta, 8","Calle de la Foresta nº8,",1,0,23,9,14,-3.66777681,40.49853277
C. Deportivo Mpal. Miguel Guillén Prim,"Calle Puerto de Porzuna, 34,",446,451,C. Deportivo Mpal. Miguel Guillén Prim,"Calle Puerto de Porzuna, 34,",1,0,23,18,5,-3.6236297,40.373826
C. Deportivo Mpal. Miguel Guillén Prim,"Calle Puerto de Porzuna, 34,",444,451,"Valderrebollo, 18","Calle Valderrebollo, 18 ,",1,0,23,12,11,-3.6276352,40.3743481
"Parque Eugenia de Montijo, 2","Parque Eugenia de Montijo, 2,",382,504,"Parque Eugenia de Montijo, 2","Parque Eugenia de Montijo, 2,",1,0,24,13,11,-3.7545822,40.3783501
"Parque Eugenia de Montijo, 2","Parque Eugenia de Montijo, 2,",378,504,"Eugenia de Montijo, 83","Calle Eugenia de Montijo, 83,",1,0,24,13,11,-3.7509733,40.37562288
Est. de tren de S. Cristóbal Industrial,"Calle transversal sexta (enfrente del colegio Villamadrid),",410,1274,Est. de tren de S. Cristóbal Industrial,"Calle transversal sexta (enfrente del colegio Villamadrid),",1,0,24,8,16,-3.6992665,40.3325463
Est. de tren de S. Cristóbal Industrial,"Calle transversal sexta (enfrente del colegio Villamadrid),",408,1274,Metro San Cristóbal,"Calle de Moncada, 102 ,",1,0,23,13,10,-3.692444,40.341725
Valdesangil,"Calle Valdesangil, 34 ,",319,206,Valdesangil,"Calle Valdesangil, 34 ,",1,0,24,14,10,-3.7166729,40.4684218
Valdesangil,"Calle Valdesangil, 34 ,",304,206,"Valle de Mena, 5","Calle Valle de Mena, 5,",1,0,23,11,12,-3.71527245,40.46962735
Maria Tubau,"Calle María Tubau, 3 ,",579,595,Maria Tubau,"Calle María Tubau, 3 ,",1,0,24,9,15,-3.6717035870335635,40.51399230680476
Maria Tubau,"Calle María Tubau, 3 ,",604,595,Metro Las Tablas,"Avenida del Camino de Santiago, 4,",1,0,23,8,15,-3.66955215,40.50910428
Monasterio Sobrado,"Calle del Monasterio de Sobrado, nº6,",602,598,Monasterio Sobrado,"Calle del Monasterio de Sobrado, nº6,",1,0,24,10,14,-3.692837,40.5093225
Monasterio Sobrado,"Calle del Monasterio de Sobrado, nº6,",584,598,Metro Montecarmelo,"Avenida Monasterio de Silos, 63A,",1,0,24,8,16,-3.69603345,40.50501029
Centro Deportivo Municipal La Masó,"Calle Ubeda esquina Plaza Virgen de la capilla ,",600,211,Centro Deportivo Municipal La Masó,"Calle Ubeda esquina Plaza Virgen de la capilla ,",1,0,24,5,19,-3.7149566,40.4825507
Centro Deportivo Municipal La Masó,"Calle Ubeda esquina Plaza Virgen de la capilla ,",595,211,Betanzos,"Avenida de Betanzos, 68,",1,0,24,13,11,-3.7132206,40.48178815
Avenida de Logroño,"Avenida de Logroño, 112 ,",566,510,Avenida de Logroño,"Avenida de Logroño, 112 ,",1,0,24,6,18,-3.5815033,40.4703472
Avenida de Logroño,"Avenida de Logroño, 112 ,",561,510,Plaza Nuestra Señora de Loreto,"Calle Cristo del Gran Poder (cruce con calle Alas) ,",1,0,23,6,17,-3.585751,40.472048
Metro Barajas,"Calle Playa de Riazor, 65 ,",565,450,Metro Barajas,"Calle Playa de Riazor, 65 ,",1,0,24,12,12,-3.5838869,40.47563573
Metro Barajas,"Calle Playa de Riazor, 65 ,",561,450,Plaza Nuestra Señora de Loreto,"Calle Cristo del Gran Poder (cruce con calle Alas) ,",1,0,23,6,17,-3.585751,40.472048
Univ. Rey Juan Carlos,"467 -  Calle Villardondiego  nº32,",467,311,Univ. Rey Juan Carlos,"467 -  Calle Villardondiego  nº32,",1,0,24,5,19,-3.6084888,40.4062361
Univ. Rey Juan Carlos,"467 -  Calle Villardondiego  nº32,",466,311,Villablanca,"Calle Villablanca 7,",1,0,23,10,13,-3.60783265,40.40894698
C. Deportivo Mpal Faustina Valladolid,"469 - Ladera de los Almendros, 6,",469,555,C. Deportivo Mpal Faustina Valladolid,"469 - Ladera de los Almendros, 6,",1,0,24,6,18,-3.62299,40.40343
C. Deportivo Mpal Faustina Valladolid,"469 - Ladera de los Almendros, 6,",472,555,Metro Valdebernardo,"Calle de los Pinillas, 19,",1,0,27,7,20,-3.6211485,40.3987974
Avenida Real,"Avenida Real, 3,",470,437,Avenida Real,"Avenida Real, 3,",1,0,18,2,16,-3.6063672,40.4021519
Avenida Real,"Avenida Real, 3,",462,437,Gallegos,"Calle Gallegos 27,",1,0,27,10,17,-3.6102747,40.40240379
Molino Viejo,"Calle Molino Viejo frente , 14,",471,467,Molino Viejo,"Calle Molino Viejo frente , 14,",1,0,18,17,1,-3.60666,40.396301
Molino Viejo,"Calle Molino Viejo frente , 14,",475,467,Aurora Boreal," Avenida de la Aurora Boreal, 19,",1,0,23,16,7,-3.603668,40.399236
Amaltea,"Calle Amaltea, 1 ,",271,306,Amaltea,"Calle Amaltea, 1 ,",1,0,24,21,3,-3.68317,40.394706
Amaltea,"Calle Amaltea, 1 ,",274,306,Estación Sur Méndez Álvaro A,"Calle Méndez Álvaro, 73 ,",1,0,23,9,14,-3.68134346,40.39675755
Villablanca,"Calle Villablanca 7,",466,311,Villablanca,"Calle Villablanca 7,",1,0,23,10,13,-3.60783265,40.40894698
Villablanca,"Calle Villablanca 7,",467,311,Univ. Rey Juan Carlos,"467 -  Calle Villardondiego  nº32,",1,0,24,5,19,-3.6084888,40.4062361
Juan Antonio Vallejo,"Paseo Juan Antonio Vallejo-Nájera Botas, 25 ,",275,274,Juan Antonio Vallejo,"Paseo Juan Antonio Vallejo-Nájera Botas, 25 ,",1,0,23,22,1,-3.7082123,40.4020545
Juan Antonio Vallejo,"Paseo Juan Antonio Vallejo-Nájera Botas, 25 ,",163,274,Metro Acacias,"Paseo de la Esperanza, 2A ,",1,0,19,13,6,-3.706445,40.4037586
Aurora Boreal," Avenida de la Aurora Boreal, 19,",475,443,Aurora Boreal," Avenida de la Aurora Boreal, 19,",1,0,23,16,7,-3.603668,40.399236
Aurora Boreal," Avenida de la Aurora Boreal, 19,",470,443,Avenida Real,"Avenida Real, 3,",1,0,18,2,16,-3.6063672,40.4021519
Estación Sur Méndez Álvaro A,"Calle Méndez Álvaro, 73 ,",274,241,Estación Sur Méndez Álvaro A,"Calle Méndez Álvaro, 73 ,",1,0,23,9,14,-3.68134346,40.39675755
Estación Sur Méndez Álvaro A,"Calle Méndez Álvaro, 73 ,",272,241,Tejo,"Calle del Tejo, 22 ,",1,0,23,16,7,-3.679186,40.39663
Nuria,"Calle Nuria nº24,",605,858,Nuria,"Calle Nuria nº24,",1,0,24,8,16,-3.704883,40.491644
Nuria,"Calle Nuria nº24,",606,858,Fermín Caballero,"Calle Fermín Caballero 2,",1,0,23,8,15,-3.698485,40.487363
Metro Estadio Metropolitano,"Avenida Arcentales (frente Estadio Metropolitano),",522,803,Metro Estadio Metropolitano,"Avenida Arcentales (frente Estadio Metropolitano),",1,0,24,9,15,-3.60097542,40.43333298
Metro Estadio Metropolitano,"Avenida Arcentales (frente Estadio Metropolitano),",520,803,Niza,"Av/ de Niza, 67 ,",1,0,23,11,12,-3.60811578,40.4342806
Metro Las Rosas,"Calle Ginebra (esquina con Suecia),",521,403,Metro Las Rosas,"Calle Ginebra (esquina con Suecia),",1,0,24,14,10,-3.6048181,40.423893
Metro Las Rosas,"Calle Ginebra (esquina con Suecia),",513,403,Centro Deportivo Mpal. Pepu Hernández,"Avenida de Niza, 9,",1,0,27,10,17,-3.60645414,40.4271211
Metro Canillejas,"Intercambiador de Canillejas,",508,401,Metro Canillejas,"Intercambiador de Canillejas,",1,0,24,15,9,-3.609553,40.449095
Metro Canillejas,"Intercambiador de Canillejas,",499,401,Biblioteca Pública Municipal Canillejas,"Calle Alcala, 590,",1,0,23,20,3,-3.6121996,40.4466561
